metric,minimum,mean,maximum
mean_improvement_abs_error,-0.01786519881640925,0.617445292601364,3.1647138178338867
mean_abs_error_original,0.2423240681508608,0.9622331321027227,3.7316791976699055
mean_abs_error_corrected,0.14023635721842434,0.34478783950135894,0.6534656684512901
relative_mae_reduction_percent,-7.372440943541396,55.34898111556649,88.85434526625308
mean_abs_correction_applied,0.04924719944487143,0.861147627718839,3.7316792270420573
