model,area,method,rmse,mae,r2,bias,corr,n
CMCC-ESM2,dmi,qm,0.5050799290989515,0.4153384017094472,0.21914702899270644,-0.027028738704320203,0.586453659254368,120
CMCC-ESM2,dmi,xgb,0.4118589516661852,0.3123914432770071,0.4807863937683191,0.0034429859062904836,0.6981868832597957,120
ACCESS-CM2,nino12,linear,1.6351944065810258,1.268072693086051,0.409735105771337,0.5938256117779379,0.6995630266507349,120
ACCESS-CM2,nino12,qm,1.8353729416124251,1.514719433012781,0.2563701435847656,0.8380128368597123,0.7283252430782555,120
ACCESS-CM2,nino12,xgb,0.9168649428838727,0.7422152786427817,0.8144252417063158,0.01001026077372223,0.9024741768386728,120
ACCESS-CM2,nino3,linear,1.1215911639938787,0.9194003777265382,0.03645825135907721,0.1134561682062998,0.2156017861858498,120
ACCESS-CM2,nino3,qm,1.6848736613557351,1.3004453588080742,-1.1743830840817382,0.5229060553483824,0.2202846682223601,120
ACCESS-CM2,nino3,xgb,0.744894330501722,0.595302109556071,0.5749982524418726,-0.013584357114664622,0.76424955650059,120
ACCESS-CM2,nino34,linear,0.9101589000392797,0.7369123368365116,-0.10189188882510725,-0.00258728179180124,0.057835997497322156,120
ACCESS-CM2,nino34,qm,1.5042351551134863,1.1891048039743974,-2.0097887478435656,0.43274928599628787,-0.004512800423311596,120
ACCESS-CM2,nino34,xgb,0.7675428222533629,0.603477817549642,0.21637230734622237,0.052084378967285114,0.5164864559649244,120
ACCESS-CM2,nino4,linear,0.7055594313334426,0.5880240459524472,-0.008080803753827137,-0.04196231087746535,0.023861689294242348,120
ACCESS-CM2,nino4,qm,1.4242212527506881,0.9889130505260284,-3.1075519621915237,0.32388325066548945,-0.10211575325084735,120
ACCESS-CM2,nino4,xgb,0.7237692610905048,0.5661322448618571,-0.060787541816033075,-0.028219127904256246,0.25261858218813665,120
ACCESS-CM2,norte,linear,0.46435035109695993,0.3649692818028194,0.9208168646260649,-0.23399174180454269,0.9703856371264011,120
ACCESS-CM2,norte,qm,0.47650860558099134,0.38213019884440463,0.9166160173702183,-0.24633172574026838,0.9708760154312825,120
ACCESS-CM2,norte,xgb,0.4330665846708513,0.3508500629720054,0.9311267641673648,-0.3164124599934896,0.9839351177784633,120
ACCESS-CM2,norteleste,linear,0.5945329734182867,0.48957850848140155,0.8637932746875073,-0.3286778657589234,0.951850260319159,120
ACCESS-CM2,norteleste,qm,0.6166909846238857,0.5135490536526752,0.853451337638762,-0.3300733511477435,0.9521672414554154,120
ACCESS-CM2,norteleste,xgb,0.5156574345212238,0.4119048829213459,0.8975364905184556,-0.3251879623789468,0.9700592417672942,120
ACCESS-CM2,centro,linear,0.62949654872808,0.5395767288890387,0.7387735190416408,-0.40458724142975966,0.9296504213167185,120
ACCESS-CM2,centro,qm,0.6074487079160474,0.5111517992896751,0.7567517533942474,-0.3899405636049689,0.9260123596285252,120
ACCESS-CM2,centro,xgb,0.6581452786895914,0.5343664461466472,0.7144553460933378,-0.4657687908182781,0.9260106652735848,120
ACCESS-CM2,centroleste,linear,0.6884702104637384,0.5796070729347906,0.7806553548310553,-0.3921549605555376,0.9343792057392797,120
ACCESS-CM2,centroleste,qm,0.6552811794080988,0.5364991235012595,0.8012934794050343,-0.3970978685439198,0.9350231352588004,120
ACCESS-CM2,centroleste,xgb,0.6716743718339236,0.544794693012492,0.79122702242249,-0.41146695868631994,0.9328675825222521,120
ACCESS-CM2,cbm,linear,1.0504646988340625,0.8401658163975476,0.8763451061260316,-0.1270846432635482,0.9379796181488212,120
ACCESS-CM2,cbm,qm,1.0674841389963459,0.8640267750231073,0.8723057781315087,-0.08463309636930465,0.9347187840598148,120
ACCESS-CM2,cbm,xgb,0.7104216905342232,0.5678771768341064,0.9434437233906203,-0.3717117174377441,0.9794842066462073,120
ACCESS-CM2,tna,linear,0.5987260109449456,0.5084058305647097,0.7517999321537637,-0.37299636120880386,0.9253738816061776,120
ACCESS-CM2,tna,qm,0.5919726212633685,0.4847412483486638,0.7573675485947737,-0.3627064474023808,0.9217328887940073,120
ACCESS-CM2,tna,xgb,0.5909156896475987,0.49311607491556797,0.758233186515525,-0.4416765095306395,0.9452199424981275,120
ACCESS-CM2,tsa,linear,0.3028768077400046,0.23707682868816038,0.8688237210205142,0.04521676291911728,0.9337760291532617,120
ACCESS-CM2,tsa,qm,0.3421396231382327,0.26352124501054736,0.8326098054546855,0.08025878549698001,0.9256727414041039,120
ACCESS-CM2,tsa,xgb,0.3005690299826023,0.2536240576202392,0.8708151074722401,-0.16330336351216632,0.9535813997862439,120
ACCESS-CM2,nat,linear,0.6427433137873452,0.543569259611883,0.7241079979675364,-0.35782831346041166,0.9114773383449002,120
ACCESS-CM2,nat,qm,0.6160601559986693,0.5037673938216239,0.7465395400832453,-0.3464232064034236,0.909261894867419,120
ACCESS-CM2,nat,xgb,0.6274915341999009,0.5125511992624918,0.7370460388504521,-0.4057847130849203,0.9205996713938792,120
ACCESS-CM2,sat,linear,0.5352398212911856,0.4343382114839539,0.7571861201498153,-0.06920481346415537,0.8727840703383263,120
ACCESS-CM2,sat,qm,0.5523467309655951,0.4439510807476437,0.7414168328470929,-0.03888541187771614,0.8640639820153092,120
ACCESS-CM2,sat,xgb,0.43193208199678707,0.3429334073181154,0.8418724289756695,-0.14994554528401685,0.9284523149375817,120
ACCESS-CM2,tasi,linear,0.5737634408052994,0.474530662050629,0.9312465334241236,-0.2820049007452996,0.9780760379299211,120
ACCESS-CM2,tasi,qm,0.5850417350476738,0.4597945158580123,0.9285170359114829,-0.2999812951157248,0.9735039873765374,120
ACCESS-CM2,tasi,xgb,0.5486476172235967,0.4287474911377553,0.9371339967694229,-0.21287805606481067,0.9737257116455897,120
ACCESS-CM2,wtio,linear,0.523048986812426,0.4099256472072649,0.5284104408468897,-0.019511188670789773,0.7278422980714586,120
ACCESS-CM2,wtio,qm,0.5939530837033846,0.4499582894922985,0.391887775348821,0.10438761415317872,0.7249199620774696,120
ACCESS-CM2,wtio,xgb,0.4508317078781821,0.3718814690633138,0.6496449695762991,-0.2721691855611166,0.8889076710538553,120
ACCESS-CM2,setio,linear,0.486771531120414,0.3987217024944011,0.24472002715032837,-0.22253115540159688,0.6345622728641246,120
ACCESS-CM2,setio,qm,0.5458640679982202,0.4464684391433559,0.05021207759490698,-0.15503307642062708,0.6343615700706683,120
ACCESS-CM2,setio,xgb,0.5346120408390698,0.4493194173665364,0.08896492051762128,-0.37057591767374665,0.7273671732062493,120
ACCESS-CM2,swio,linear,0.5002645062160115,0.4010425373376562,0.6147947979151709,-0.1038827634150244,0.7949434225418515,120
ACCESS-CM2,swio,qm,0.5510920097751928,0.4379495258126589,0.532543728725579,-0.01989551348920484,0.7790243051062209,120
ACCESS-CM2,swio,xgb,0.4917566853776508,0.40685431690063467,0.62778548277559,-0.3638899290262858,0.9161471158851077,120
ACCESS-CM2,dmi,linear,0.5707476016660087,0.46064689832956063,0.0029033989153131046,-0.007120091277293378,0.15964793193265833,120
ACCESS-CM2,dmi,qm,0.8245206831767793,0.6620266697276359,-1.0809045233980963,0.1413306733509623,0.1762112119645543,120
ACCESS-CM2,dmi,xgb,0.4168992204675324,0.3333752419169285,0.46800051543243304,-0.028646827005678815,0.6890409446632327,120
BCC-CSM2-MR,nino12,linear,1.0673547998968238,0.8719482125663914,0.7485070682659016,0.33731531861880365,0.8798801699376013,120
BCC-CSM2-MR,nino12,qm,1.5267196524493472,1.1811155244125566,0.48545097365536505,0.591203682519751,0.8391082875478088,120
BCC-CSM2-MR,nino12,xgb,0.909762394023041,0.7627982974782308,0.8172892373410964,0.16791183395487458,0.9077491577888237,120
BCC-CSM2-MR,nino3,linear,1.0840793504764734,0.8921536543971427,0.09983209915625768,0.17156956669789947,0.3498480461937994,120
BCC-CSM2-MR,nino3,qm,1.3682078787888932,1.0765765503487958,-0.43385604675886547,0.39494858065333305,0.34681516093118064,120
BCC-CSM2-MR,nino3,xgb,0.7853068632027139,0.6464121703989665,0.5276323317292211,0.10931309301452646,0.7349224443102297,120
BCC-CSM2-MR,nino34,linear,0.873987779445796,0.7200771867770477,-0.01605043479857815,0.11387072842804219,0.0367378153855079,120
BCC-CSM2-MR,nino34,qm,1.236316099840539,0.9670651787776968,-1.033122728643506,0.5054431872826665,0.03665664710763778,120
BCC-CSM2-MR,nino34,xgb,0.7800894208765892,0.6323551303975425,0.19054385881520852,0.12692724522908524,0.49737465522144236,120
BCC-CSM2-MR,nino4,linear,0.6821528033085599,0.5635158912856639,0.057695037673544,0.03678198662334185,0.2912432590324852,120
BCC-CSM2-MR,nino4,qm,0.8034870170929436,0.6740626690678917,-0.30733193248070756,0.3270394395124087,0.27968000852674757,120
BCC-CSM2-MR,nino4,xgb,0.7108848009137927,0.5973694509145101,-0.023355668564963405,-0.019969686121622785,0.19456701684176209,120
BCC-CSM2-MR,norte,linear,0.33137232026204866,0.2664852075126113,0.9596750725046277,0.013812067223187589,0.979666155009314,120
BCC-CSM2-MR,norte,qm,0.34607662920233623,0.27844550495749554,0.9560169155916447,0.05949649051173773,0.9785915248436307,120
BCC-CSM2-MR,norte,xgb,0.335460424082446,0.2707068595825195,0.9586739667180754,-0.15596346376749678,0.9841894397878101,120
BCC-CSM2-MR,norteleste,linear,0.4537152104552716,0.3631096458990169,0.9206744051593713,0.037579827749017684,0.9601674403476576,120
BCC-CSM2-MR,norteleste,qm,0.5064700055927956,0.4010224849887918,0.9011551331862921,0.12674520907582432,0.9559710400442395,120
BCC-CSM2-MR,norteleste,xgb,0.43264488566507037,0.33321161943155936,0.9278710171100427,-0.13163968039143867,0.9667769643430631,120
BCC-CSM2-MR,centro,linear,0.5120643199382473,0.400567765949173,0.8271459638951548,-0.23987141296539768,0.9304335680312028,120
BCC-CSM2-MR,centro,qm,0.49240834178211657,0.36752633867454304,0.8401615363843535,-0.14672539603594592,0.9254828317770976,120
BCC-CSM2-MR,centro,xgb,0.5725874181933224,0.46647319694519057,0.7838704771096773,-0.3568991269439698,0.9316899269308818,120
BCC-CSM2-MR,centroleste,linear,0.5684144345380272,0.450236832999661,0.8504842561898878,-0.1808014519146345,0.9317268612913985,120
BCC-CSM2-MR,centroleste,qm,0.5892498732094456,0.46486510260935154,0.8393222560957294,-0.06999282343765006,0.9192572158209983,120
BCC-CSM2-MR,centroleste,xgb,0.6123491795440033,0.4996277287597658,0.8264778139987669,-0.3638814872151693,0.9431229395760021,120
BCC-CSM2-MR,cbm,linear,0.9520393296979405,0.7845708970336297,0.8984317045502118,0.18765265566606043,0.9506436051014698,120
BCC-CSM2-MR,cbm,qm,0.9732729636550556,0.8010396400296834,0.8938505610647108,0.2800849682967623,0.9502471672092512,120
BCC-CSM2-MR,cbm,xgb,0.6763277681084932,0.5526771359049479,0.9487418625106254,-0.11805315255228678,0.9753232467956238,120
BCC-CSM2-MR,tna,linear,0.4515323517287883,0.34010694810190806,0.8588361843547325,-0.16721571142417366,0.9372637261506978,120
BCC-CSM2-MR,tna,qm,0.4455524506623181,0.32865834060453347,0.8625504515463949,-0.07495204521069257,0.93155182928491,120
BCC-CSM2-MR,tna,xgb,0.4755885571916318,0.37299185436604815,0.8433939853845904,-0.28311450099080393,0.9485907904793855,120
BCC-CSM2-MR,tsa,linear,0.2527443548203405,0.2003510561763148,0.9086547019672688,0.04214059674917665,0.955556518117574,120
BCC-CSM2-MR,tsa,qm,0.316491848540986,0.24742624820054013,0.8567652723341562,0.10515225410332744,0.9498193367478067,120
BCC-CSM2-MR,tsa,xgb,0.24657317126071168,0.19721637768351216,0.9130609459716857,-0.07408183831990559,0.9597540871583174,120
BCC-CSM2-MR,nat,linear,0.502506143250615,0.3864746100723849,0.8313653845717637,-0.18125752050108748,0.9249766594620354,120
BCC-CSM2-MR,nat,qm,0.4919814105510104,0.36474765206102316,0.8383553399370068,-0.08769493170441915,0.9187280429592086,120
BCC-CSM2-MR,nat,xgb,0.5635894267434023,0.4496303628224691,0.7878760774425808,-0.3247768827829997,0.9266830761678938,120
BCC-CSM2-MR,sat,linear,0.4367425114229517,0.34620127917028914,0.8383306811041243,-0.10261512266133661,0.921193804119428,120
BCC-CSM2-MR,sat,qm,0.43106857488034694,0.3461832092856195,0.8425040458465772,-0.06948354674399561,0.9201962666672021,120
BCC-CSM2-MR,sat,xgb,0.4156203860583545,0.32553875035705576,0.8535901292375936,-0.15718112000630688,0.9375573523098524,120
BCC-CSM2-MR,tasi,linear,0.5054562414873809,0.40989568958494205,0.946642437337811,-0.11147301293057005,0.9755546035300361,120
BCC-CSM2-MR,tasi,qm,0.6091540576275435,0.47315993220707925,0.9225033126687081,-0.020408793054573052,0.9608845448130664,120
BCC-CSM2-MR,tasi,xgb,0.4676487464399558,0.3792348586276797,0.9543260675994245,-0.22118934151586525,0.9827348052901401,120
BCC-CSM2-MR,wtio,linear,0.3062846116397629,0.24645473966528705,0.8382926328844553,0.019967456267245224,0.9163606316327966,120
BCC-CSM2-MR,wtio,qm,0.3452903254199242,0.2782934437806646,0.7944827541131947,0.09160770679480992,0.9142315990263477,120
BCC-CSM2-MR,wtio,xgb,0.3766558943606998,0.300696939513143,0.7554492565711806,-0.1756118703704834,0.899236223363947,120
BCC-CSM2-MR,setio,linear,0.47446873709039494,0.3920152978386213,0.28241585948480985,-0.25864258430846576,0.7088221681111304,120
BCC-CSM2-MR,setio,qm,0.48274214770139817,0.3936867417672904,0.2571723440287015,-0.14442350720340363,0.7455141954962652,120
BCC-CSM2-MR,setio,xgb,0.4611751914667258,0.39093797181294754,0.3220627436649909,-0.26932255120340975,0.7532358051947293,120
BCC-CSM2-MR,swio,linear,0.3405172287873999,0.2771489980468441,0.8215276497999775,-0.08064111125794104,0.912654425050157,120
BCC-CSM2-MR,swio,qm,0.3610400806586204,0.30275324333854464,0.7993664317775732,-0.024007637467734946,0.909629596546919,120
BCC-CSM2-MR,swio,xgb,0.4215478801755571,0.3413970708709718,0.7264815785154518,-0.21998783386739093,0.8999264367395707,120
BCC-CSM2-MR,dmi,linear,0.548724399624788,0.43761470263680036,0.07836790683472483,0.02771621108880605,0.2911424202584831,120
BCC-CSM2-MR,dmi,qm,0.6662609795331225,0.5336698465541586,-0.3587445131432805,0.14076673607838117,0.3528136400664814,120
BCC-CSM2-MR,dmi,xgb,0.4353139979570749,0.3566708533960473,0.419964852683432,0.05408269306484296,0.6678592924480511,120
