model,area,method,rmse,mae,r2,bias,corr,n
CMCC-ESM2,wtio,raw_historical,0.8677364092637548,0.7069631496267966,-0.29794141957831455,0.5841284292974956,0.7342337565313989,120
CMCC-ESM2,setio,raw_historical,0.9308984015292455,0.8132515101863166,-1.7622450059167294,0.737992784074865,0.6704487988835072,120
CMCC-ESM2,swio,raw_historical,1.0096219975528111,0.8217547620180381,-0.5689545779627416,0.7134581873517735,0.6953079451438555,120
CMCC-ESM2,dmi,raw_historical,0.7419453191667333,0.6166494615079262,-0.6849726034729966,-0.15386437394403615,0.5445383171801668,120
ACCESS-CM2,nino12,raw_historical,4.031358014742437,3.7316791976699055,-2.587656919537129,3.7316791976699055,0.699563026650735,120
ACCESS-CM2,nino3,raw_historical,1.6443341367963675,1.2342792461588905,-1.0710067963497072,0.8616284516972517,0.21560178618584971,120
ACCESS-CM2,nino34,raw_historical,1.4206554617557487,1.0999910556715728,-1.6846153954243865,0.4401782798912202,-0.05783599749732201,120
ACCESS-CM2,nino4,raw_historical,1.0505098179582384,0.8665262337580585,-1.2347470519901482,0.09088872999246948,-0.023861689294241963,120
ACCESS-CM2,norte,raw_historical,0.8928759256052664,0.7950628787292502,0.7072321627605485,-0.7911727842984777,0.9703856371264011,120
ACCESS-CM2,norteleste,raw_historical,0.8007970623879297,0.6692536836557067,0.7528892707871186,-0.6012326499906231,0.9518502603191588,120
ACCESS-CM2,centro,raw_historical,0.8286087309136936,0.7402377315202046,0.5473844157007863,-0.6886761974077781,0.9296504213167188,120
ACCESS-CM2,centroleste,raw_historical,0.8302435773176748,0.7116176027937294,0.6810168232439611,-0.6224395627848285,0.9343792057392798,120
ACCESS-CM2,cbm,raw_historical,1.6572461962944047,1.3998487562483561,0.6922327201878858,1.2125133950102176,0.9379796181488209,120
ACCESS-CM2,tna,raw_historical,0.783668182858933,0.6797488021493235,0.5747835344537393,-0.6281443110758786,0.9253738816061775,120
ACCESS-CM2,tsa,raw_historical,0.5642353078888107,0.46244767535759196,0.5447564646084089,0.45328978249717644,0.933776029153262,120
ACCESS-CM2,nat,raw_historical,0.8192260528825258,0.6834393425808528,0.5518003778981599,-0.58715037194957,0.9114773383449001,120
ACCESS-CM2,sat,raw_historical,0.6211339970544966,0.49926764783014976,0.6730003593233354,-0.16004918795444623,0.8727840703383262,120
ACCESS-CM2,tasi,raw_historical,0.7197583828579003,0.5602760866474117,0.8918062137738283,-0.4271011580951234,0.9780760379299211,120
ACCESS-CM2,wtio,raw_historical,0.5639720027373931,0.4658713056659842,0.45172992712840154,0.21176076148472955,0.7278422980714587,120
ACCESS-CM2,setio,raw_historical,0.7218214030413532,0.5728634506905401,-0.6607992446996005,0.41889052532160076,0.6345622728641247,120
ACCESS-CM2,swio,raw_historical,0.5414865818513994,0.4181921106330878,0.5486970624671019,0.20684010700756603,0.7949434225418514,120
ACCESS-CM2,dmi,raw_historical,0.7493643764113321,0.6092634860722593,-0.7188387364118463,-0.20712978300353796,0.15964793193265822,120
