time,nino12,nino3,nino34,nino4,norte,norteleste,centro,centroleste,cbm,tna,tsa,nat,sat,tasi,wtio,setio,swio,dmi
1854-01-16 12:00:00,24.26517677307129,25.246896743774414,26.1916446685791,28.431558358568335,22.393821716308594,21.390352249145508,23.424933279765046,24.485612869262695,19.653810501098633,24.739261627197266,27.341833114624023,24.586666107177734,26.444446563720703,-1.7186036109924316,27.741289138793945,27.839747586184355,28.223834991455078,-0.5035147070884705
1854-02-15 00:00:00,26.00143051147461,25.79889488220215,26.372743606567383,28.42535426028155,21.83191680908203,20.75403594970703,23.37484844878102,23.61042594909668,20.003738403320312,24.39542007446289,27.862722396850586,24.60594940185547,27.147680282592773,-2.8663105964660645,27.979778289794922,27.826178922383175,28.346281051635742,-0.1971532553434372
1854-03-16 12:00:00,26.263357162475586,26.85940933227539,27.0135498046875,28.41459237399373,21.790538787841797,20.711498260498047,23.365201015259373,23.765247344970703,19.533489227294922,24.450803756713867,27.939632415771484,24.667356491088867,27.661401748657227,-2.973259449005127,28.741331100463867,28.5023469709683,28.875349044799805,-0.24859718978405
1854-04-16 00:00:00,25.054616928100586,27.428701400756836,27.404003143310547,28.397909661489315,22.08200454711914,20.970548629760742,23.40615354934642,23.767959594726562,17.60543441772461,24.709205627441406,27.90107536315918,24.814632415771484,27.353574752807617,-3.1306169033050537,28.960105895996094,28.694866812186678,29.499317169189453,0.4146725535392761
1854-05-16 12:00:00,24.655864715576172,26.95564079284668,27.386770248413086,28.38096050560487,22.8239803314209,21.901273727416992,23.510218270764813,24.04082679748535,15.695747375488281,25.027385711669922,27.31728172302246,25.178882598876953,27.02280616760254,-2.1005859375,28.865829467773438,29.118383638256333,28.218793869018555,-0.037237998098134995
1854-06-16 00:00:00,23.036659240722656,26.224348068237305,27.3294677734375,28.373089099606588,24.048337936401367,22.908329010009766,24.010679162919878,24.27286148071289,13.298718452453613,25.98161506652832,26.51264762878418,25.86886215209961,26.136106491088867,-0.5648133754730225,27.730512619018555,28.949433246764954,27.357662200927734,-0.8036655187606812
1854-07-16 12:00:00,21.610431671142578,25.361169815063477,27.315725326538086,28.372243959316926,25.151123046875,24.033388137817383,25.03325262880847,25.163127899169922,12.300649642944336,25.87604331970215,25.94344139099121,25.87904167175293,25.1711368560791,0.7924243807792664,27.06257438659668,28.79560074568226,26.884170532226562,-1.4648504257202148
1854-08-16 12:00:00,20.857234954833984,25.132722854614258,26.60630989074707,28.38329801307393,26.167190551757812,24.803071975708008,26.13084531663824,25.778886795043945,12.145679473876953,26.512615203857422,25.449922561645508,26.530019760131836,24.7762508392334,1.9532099962234497,26.893484115600586,28.67794806298979,26.668903350830078,-1.1808853149414062
1854-09-16 00:00:00,20.631959915161133,24.762134552001953,26.820465087890625,28.39615311266842,26.7520809173584,25.365055084228516,26.383966933188628,26.369140625,12.173145294189453,26.890195846557617,25.46265411376953,26.841049194335938,24.743972778320312,2.409162759780884,27.228351593017578,28.26783406173235,26.96816635131836,-0.5526731610298157
1854-10-16 12:00:00,20.950597763061523,24.63484764099121,26.70032501220703,28.393718765913757,26.004104614257812,24.980552673339844,26.379330517856925,26.534805297851562,13.065359115600586,26.99379539489746,26.011009216308594,27.022294998168945,25.151634216308594,2.400379180908203,27.783761978149414,28.23880970878412,27.506263732910156,-0.5217637419700623
