time,nino12,nino3,nino34,nino4,norte,norteleste,centro,centroleste,cbm,tna,tsa,nat,sat,tasi,wtio,setio,swio,dmi
1854-01-16 12:00:00,23.91008758544922,25.598186492919922,26.507877349853516,28.000535330396918,22.04493008527091,21.583650588989258,23.932033622164937,23.266530220467416,18.553163528442383,23.935028126945742,26.985183569933053,23.982055738802185,26.601552963256836,-1.8921416997909546,27.25192836437463,28.209228515625,27.688938943993552,-0.6550328731536865
1854-02-15 00:00:00,25.28333854675293,26.280057907104492,26.753324508666992,27.99977680963501,21.580257797329093,20.656827926635742,23.410344684029486,22.96822972646108,19.430423736572266,23.194987575903735,27.226796203136736,23.40669593000948,27.1747989654541,-3.2693164348602295,27.333782484558032,28.547826766967773,27.797420161234985,-0.5160177946090698
1854-03-16 12:00:00,25.750276565551758,27.030311584472656,26.58429718017578,28.067760506980125,21.477059493155394,20.551441192626953,23.407032530403814,22.961564090025153,19.233367919921875,22.73841746436624,27.400466287749165,23.393854844114102,27.618276596069336,-3.665713310241699,27.87421567508402,28.500490188598633,28.28711445015092,-0.1409793496131897
1854-04-16 00:00:00,25.2648868560791,27.352907180786133,27.036624908447266,28.142369392170743,21.71456726555518,20.570220947265625,23.41069555127323,23.046466797088335,17.472158432006836,22.89293292043604,27.37316310419506,23.404915795147,27.48850440979004,-3.1134023666381836,28.46498360439529,28.701013565063477,28.562279330105504,0.3189747929573059
1854-05-16 12:00:00,23.110172271728516,26.998905181884766,27.54112434387207,28.211573789945803,22.46261644540741,21.351179122924805,24.19455907655366,23.639099515663826,15.739299774169922,24.068673949225637,26.931915127690058,24.163106943051986,26.717010498046875,-2.0733773708343506,28.684136107042324,28.947830200195312,28.513542681274313,-0.016360407695174217
1854-06-16 00:00:00,22.511493682861328,26.32021713256836,27.205005645751953,28.26715612652061,23.480448011723116,22.415868759155273,25.04326067524781,24.196099666238545,13.5811185836792,24.94342507783386,26.229572941560715,25.08281062962195,26.048078536987305,-0.6738879680633545,27.607154387525757,28.88534164428711,27.3637205585971,-0.796748161315918
1854-07-16 12:00:00,21.009437561035156,25.842931747436523,27.05537223815918,28.308175329134023,24.58921646931668,23.32465934753418,25.875708202533637,25.10381449010461,12.18271541595459,25.76612049976631,25.63619501408436,25.886181486317223,24.91327667236328,0.8435936570167542,26.65943117006761,28.32732391357422,26.545171144090872,-1.209221363067627
1854-08-16 12:00:00,20.49231719970703,25.931640625,26.940162658691406,28.275562952846247,25.451817336270476,24.256084442138672,26.497763583278584,26.013244766681247,11.903128623962402,26.324145062677037,25.27377766886025,26.432978032863794,24.786043167114258,1.9729201793670654,26.350166730631145,28.120325088500977,26.239216455570677,-0.8920673131942749
1854-09-16 00:00:00,20.20032501220703,24.64833641052246,26.788898468017578,28.281312264063974,25.84824723906088,24.783008575439453,26.93088738763759,26.514916867045923,12.0665283203125,26.783780399113866,25.290972563214005,26.79615824776543,24.747905731201172,2.5555551052093506,26.677774604707583,27.31211280822754,26.41289662296017,-0.5921801328659058
1854-10-16 12:00:00,21.03346824645996,25.226648330688477,26.466754913330078,28.309024824466142,25.519953687290613,24.71034812927246,26.958912794637474,26.513385456183634,13.231514930725098,26.81662197128322,25.61414589539402,26.93684379871268,24.81020164489746,2.6045010089874268,27.273430222352292,27.975746154785156,26.802532396412342,-0.027831759303808212
1854-11-16 00:00:00,22.68074607849121,24.906400680541992,26.821697235107422,28.36473804727298,24.35623410174305,23.809274673461914,26.440647009308428,25.859818886417546,14.25831127166748,26.324799398196788,26.173390739265482,26.489693705189133,25.37630271911621,1.3265923261642456,27.51038664911768,28.01419448852539,27.235321999884157,-0.3298182487487793
1854-12-16 12:00:00,22.824466705322266,24.9129638671875,26.61779022216797,28.365216841317135,23.165039075628314,22.426530838012695,25.516162579331173,24.71732619606591,16.32059669494629,25.450106119556693,26.741633188383787,25.594487708203545,26.057682037353516,-0.03493247181177139,27.415335142678718,28.341524124145508,27.622644564981588,-0.37728628516197205
