figure_id,filename,experiment,model,region,method,figure_type,period,description
MIROC6_sna_ce_quantile_bias,figures/bias_diagnostics/quantile_bias/MIROC6_sna_ce_quantile_bias.png,historical,MIROC6,SNA_CE,not applicable,quantile_bias,1981-2014,Mean SST bias by observed SST quantile bins between historical CMIP6 SST and NOAA OISST V2.
MIROC6_sna_c_quantile_bias,figures/bias_diagnostics/quantile_bias/MIROC6_sna_c_quantile_bias.png,historical,MIROC6,SNA_C,not applicable,quantile_bias,1981-2014,Mean SST bias by observed SST quantile bins between historical CMIP6 SST and NOAA OISST V2.
MIROC6_sna_ne_quantile_bias,figures/bias_diagnostics/quantile_bias/MIROC6_sna_ne_quantile_bias.png,historical,MIROC6,SNA_NE,not applicable,quantile_bias,1981-2014,Mean SST bias by observed SST quantile bins between historical CMIP6 SST and NOAA OISST V2.
MIROC6_sna_n_quantile_bias,figures/bias_diagnostics/quantile_bias/MIROC6_sna_n_quantile_bias.png,historical,MIROC6,SNA_N,not applicable,quantile_bias,1981-2014,Mean SST bias by observed SST quantile bins between historical CMIP6 SST and NOAA OISST V2.
MIROC6_swio_quantile_bias,figures/bias_diagnostics/quantile_bias/MIROC6_swio_quantile_bias.png,historical,MIROC6,SWIO,not applicable,quantile_bias,1981-2014,Mean SST bias by observed SST quantile bins between historical CMIP6 SST and NOAA OISST V2.
MIROC6_tasi_quantile_bias,figures/bias_diagnostics/quantile_bias/MIROC6_tasi_quantile_bias.png,historical,MIROC6,TASI,not applicable,quantile_bias,1981-2014,Mean SST bias by observed SST quantile bins between historical CMIP6 SST and NOAA OISST V2.
MIROC6_tna_quantile_bias,figures/bias_diagnostics/quantile_bias/MIROC6_tna_quantile_bias.png,historical,MIROC6,TNA,not applicable,quantile_bias,1981-2014,Mean SST bias by observed SST quantile bins between historical CMIP6 SST and NOAA OISST V2.
MIROC6_tsa_quantile_bias,figures/bias_diagnostics/quantile_bias/MIROC6_tsa_quantile_bias.png,historical,MIROC6,TSA,not applicable,quantile_bias,1981-2014,Mean SST bias by observed SST quantile bins between historical CMIP6 SST and NOAA OISST V2.
MIROC6_wtio_quantile_bias,figures/bias_diagnostics/quantile_bias/MIROC6_wtio_quantile_bias.png,historical,MIROC6,WTIO,not applicable,quantile_bias,1981-2014,Mean SST bias by observed SST quantile bins between historical CMIP6 SST and NOAA OISST V2.
ACCESS-CM2_bmc_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_bmc_scatter_obs_bias.png,historical,ACCESS-CM2,BMC,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_dmi_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_dmi_scatter_obs_bias.png,historical,ACCESS-CM2,DMI,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_nat_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_nat_scatter_obs_bias.png,historical,ACCESS-CM2,NAT,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_nino12_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_nino12_scatter_obs_bias.png,historical,ACCESS-CM2,Nino 1+2,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_nino34_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_nino34_scatter_obs_bias.png,historical,ACCESS-CM2,Nino 3.4,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_nino3_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_nino3_scatter_obs_bias.png,historical,ACCESS-CM2,Nino 3,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_nino4_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_nino4_scatter_obs_bias.png,historical,ACCESS-CM2,Nino 4,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_sat_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_sat_scatter_obs_bias.png,historical,ACCESS-CM2,SAT,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_setio_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_setio_scatter_obs_bias.png,historical,ACCESS-CM2,SETIO,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_sna_ce_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_sna_ce_scatter_obs_bias.png,historical,ACCESS-CM2,SNA_CE,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_sna_c_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_sna_c_scatter_obs_bias.png,historical,ACCESS-CM2,SNA_C,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_sna_ne_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_sna_ne_scatter_obs_bias.png,historical,ACCESS-CM2,SNA_NE,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_sna_n_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_sna_n_scatter_obs_bias.png,historical,ACCESS-CM2,SNA_N,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_swio_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_swio_scatter_obs_bias.png,historical,ACCESS-CM2,SWIO,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_tasi_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_tasi_scatter_obs_bias.png,historical,ACCESS-CM2,TASI,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_tna_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_tna_scatter_obs_bias.png,historical,ACCESS-CM2,TNA,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_tsa_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_tsa_scatter_obs_bias.png,historical,ACCESS-CM2,TSA,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
ACCESS-CM2_wtio_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/ACCESS-CM2_wtio_scatter_obs_bias.png,historical,ACCESS-CM2,WTIO,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_bmc_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_bmc_scatter_obs_bias.png,historical,BCC-CSM2-MR,BMC,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_dmi_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_dmi_scatter_obs_bias.png,historical,BCC-CSM2-MR,DMI,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_nat_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_nat_scatter_obs_bias.png,historical,BCC-CSM2-MR,NAT,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_nino12_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_nino12_scatter_obs_bias.png,historical,BCC-CSM2-MR,Nino 1+2,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_nino34_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_nino34_scatter_obs_bias.png,historical,BCC-CSM2-MR,Nino 3.4,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_nino3_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_nino3_scatter_obs_bias.png,historical,BCC-CSM2-MR,Nino 3,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_nino4_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_nino4_scatter_obs_bias.png,historical,BCC-CSM2-MR,Nino 4,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_sat_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_sat_scatter_obs_bias.png,historical,BCC-CSM2-MR,SAT,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_setio_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_setio_scatter_obs_bias.png,historical,BCC-CSM2-MR,SETIO,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_sna_ce_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_sna_ce_scatter_obs_bias.png,historical,BCC-CSM2-MR,SNA_CE,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_sna_c_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_sna_c_scatter_obs_bias.png,historical,BCC-CSM2-MR,SNA_C,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_sna_ne_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_sna_ne_scatter_obs_bias.png,historical,BCC-CSM2-MR,SNA_NE,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_sna_n_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_sna_n_scatter_obs_bias.png,historical,BCC-CSM2-MR,SNA_N,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_swio_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_swio_scatter_obs_bias.png,historical,BCC-CSM2-MR,SWIO,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_tasi_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_tasi_scatter_obs_bias.png,historical,BCC-CSM2-MR,TASI,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_tna_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_tna_scatter_obs_bias.png,historical,BCC-CSM2-MR,TNA,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_tsa_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_tsa_scatter_obs_bias.png,historical,BCC-CSM2-MR,TSA,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
BCC-CSM2-MR_wtio_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/BCC-CSM2-MR_wtio_scatter_obs_bias.png,historical,BCC-CSM2-MR,WTIO,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_bmc_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_bmc_scatter_obs_bias.png,historical,CMCC-ESM2,BMC,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_dmi_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_dmi_scatter_obs_bias.png,historical,CMCC-ESM2,DMI,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_nat_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_nat_scatter_obs_bias.png,historical,CMCC-ESM2,NAT,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_nino12_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_nino12_scatter_obs_bias.png,historical,CMCC-ESM2,Nino 1+2,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_nino34_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_nino34_scatter_obs_bias.png,historical,CMCC-ESM2,Nino 3.4,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_nino3_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_nino3_scatter_obs_bias.png,historical,CMCC-ESM2,Nino 3,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_nino4_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_nino4_scatter_obs_bias.png,historical,CMCC-ESM2,Nino 4,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_sat_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_sat_scatter_obs_bias.png,historical,CMCC-ESM2,SAT,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_setio_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_setio_scatter_obs_bias.png,historical,CMCC-ESM2,SETIO,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_sna_ce_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_sna_ce_scatter_obs_bias.png,historical,CMCC-ESM2,SNA_CE,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_sna_c_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_sna_c_scatter_obs_bias.png,historical,CMCC-ESM2,SNA_C,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_sna_ne_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_sna_ne_scatter_obs_bias.png,historical,CMCC-ESM2,SNA_NE,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_sna_n_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_sna_n_scatter_obs_bias.png,historical,CMCC-ESM2,SNA_N,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_swio_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_swio_scatter_obs_bias.png,historical,CMCC-ESM2,SWIO,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_tasi_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_tasi_scatter_obs_bias.png,historical,CMCC-ESM2,TASI,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_tna_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_tna_scatter_obs_bias.png,historical,CMCC-ESM2,TNA,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_tsa_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_tsa_scatter_obs_bias.png,historical,CMCC-ESM2,TSA,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
CMCC-ESM2_wtio_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/CMCC-ESM2_wtio_scatter_obs_bias.png,historical,CMCC-ESM2,WTIO,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
EC-EARTH3-Veg_bmc_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/EC-EARTH3-Veg_bmc_scatter_obs_bias.png,historical,EC-EARTH3-Veg,BMC,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
EC-EARTH3-Veg_dmi_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/EC-EARTH3-Veg_dmi_scatter_obs_bias.png,historical,EC-EARTH3-Veg,DMI,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
EC-EARTH3-Veg_nat_scatter_obs_bias,figures/bias_diagnostics/scatter_obs_bias/EC-EARTH3-Veg_nat_scatter_obs_bias.png,historical,EC-EARTH3-Veg,NAT,not applicable,scatter_obs_bias,1981-2014,"Scatter comparison between NOAA OISST V2 SST and historical CMIP6 SST bias, defined as model minus observation."
