time,nino12,nino3,nino34,nino4,norte,norteleste,centro,centroleste,cbm,tna,tsa,nat,sat,tasi,wtio,setio,swio,dmi
1886-02-01,0.0,25.01752,25.660137,26.632208,27.864355,21.627363,20.699507,24.547312,23.637608,19.215397,24.111065,28.336946,24.332693,26.558279,-2.225586,27.385128,28.618063,27.840332,-1.232935
1886-03-01,0.0,25.58646,26.381199,27.11855,28.217081,21.74641,20.880352,24.671349,23.802088,18.674467,24.284985,28.68124,24.355528,27.061756,-2.7062283,28.551271,29.021946,28.823532,-0.4706745
1886-04-01,0.0,24.816021,26.748533,27.382055,28.167145,22.085125,21.294384,25.124233,24.238033,16.723387,24.663929,28.764984,24.771242,27.05916,-2.287918,29.463243,29.220486,29.560543,0.2427578
1886-05-01,0.0,23.329449,25.854767,26.989845,27.941412,22.807322,21.819271,25.652819,24.749598,14.782128,25.274702,28.028557,25.20383,26.478876,-1.2750454,28.812439,29.166481,28.489773,-0.35404205
1886-06-01,0.0,21.717299,25.136972,26.764723,27.81141,24.060839,22.892727,26.153,25.309494,12.588048,25.749851,26.946087,25.7152,25.736004,-0.020803452,27.345806,28.525148,27.112488,-1.1793423
1886-07-01,0.0,20.717592,24.522253,26.226639,27.369614,25.102467,23.815056,26.45032,25.768694,11.16547,26.054735,26.312618,26.01818,25.18255,0.8356304,26.349339,28.16884,26.172138,-1.8195019
1886-08-01,0.0,19.611551,23.866192,25.8187,27.099216,25.682106,24.39966,26.953257,26.368748,10.952779,26.472153,26.215485,26.385206,24.368176,2.0170307,26.223593,28.005795,26.124706,-1.7822018
1886-09-01,0.0,20.008564,23.803757,25.509796,26.889837,25.963255,24.768145,27.336557,26.901228,11.846076,26.85869,26.372534,26.953218,24.407846,2.545372,26.446815,27.795189,26.30568,-1.3483734
1886-10-01,0.0,20.453377,23.774698,25.56079,27.030039,25.55812,24.433851,27.127836,26.742388,13.213404,26.923058,26.753395,27.020521,25.065205,1.9553165,26.919847,27.732162,26.721743,-0.812315
1886-11-01,0.0,21.337849,23.683187,25.267883,26.880083,24.351875,23.35192,26.598331,26.11851,14.942482,26.14377,27.350908,26.283531,25.297188,0.9863434,27.256033,27.94562,27.190678,-0.68958664
1886-12-01,0.0,22.040436,23.675247,25.114431,26.49917,22.877224,21.8891,25.576773,24.940025,16.58978,25.232103,27.70649,25.571552,25.75649,-0.18493843,26.977802,27.861713,27.302322,-0.88391113
1887-01-01,0.0,23.845942,24.624271,25.868868,27.07872,21.773369,20.744577,24.454933,23.785412,18.649923,24.11493,27.96865,24.462135,25.860998,-1.3988628,26.977112,28.109558,27.343096,-1.1324463
1887-02-01,0.0,25.386814,25.073067,25.702509,26.999008,21.249937,20.370953,24.029165,23.29174,18.431225,23.586489,28.174953,23.973742,26.44044,-2.4666977,27.32025,28.176584,27.690325,-0.8563347
1887-03-01,0.0,25.50395,25.850725,26.061432,26.868654,21.302036,20.453888,24.10388,23.377264,18.159975,23.781761,28.40788,24.214678,26.937075,-2.7223969,28.186703,28.484228,28.419628,-0.2975254
1887-04-01,0.0,24.703987,26.37192,26.577435,27.105059,21.810276,20.965752,24.550158,23.744358,16.3459,24.368753,28.20884,24.6142,26.766697,-2.1524963,28.864532,28.597868,28.843954,0.2666645
1887-05-01,0.0,23.653976,26.09291,26.701105,27.343616,22.782911,21.801672,25.149473,24.252048,14.411421,24.973623,27.639383,25.141344,26.013618,-0.8722744,28.451967,28.652395,28.072847,-0.20042801
1887-06-01,0.0,22.754559,26.04122,27.106527,27.79103,24.301802,23.215704,25.86872,25.194826,12.627429,25.92013,26.74599,25.831665,25.57981,0.25185585,27.223196,28.226805,26.971478,-1.0036087
1887-07-01,0.0,21.751217,25.213284,26.65292,27.715675,25.623583,24.550896,26.461103,25.923767,11.808488,26.38572,26.147614,26.374432,24.586933,1.7874985,26.574314,27.901577,26.307549,-1.3272629
1887-08-01,0.0,20.66359,24.219812,26.220013,27.6589,26.162779,25.010506,27.048233,26.604933,11.2692175,26.646208,25.964739,26.49477,24.11048,2.3842907,26.50983,27.383995,26.467587,-0.8741646
1887-09-01,0.0,20.527527,24.577787,26.37308,27.67324,26.480215,25.596401,27.555048,27.243254,10.713821,27.073574,26.052048,27.089108,24.030764,3.058344,26.400309,27.045649,26.269665,-0.64533997
1887-10-01,0.0,20.9062,24.631107,26.573704,27.977692,25.975307,25.186218,27.500378,27.219845,12.057299,27.176218,26.72078,27.181293,24.089056,3.0922375,27.105066,27.537197,26.962156,-0.4321308
1887-11-01,0.0,21.93216,24.832203,26.648727,28.211624,24.866405,24.102175,26.960308,26.608639,14.379942,26.782986,27.353567,26.981123,24.777798,2.2033253,27.44078,27.7353,27.44957,-0.29451942
1887-12-01,0.0,22.965904,25.114359,26.705055,27.9717,23.464275,22.808573,26.089647,25.609186,15.97986,26.006788,27.77407,26.295372,25.195955,1.0994167,27.216995,27.836039,27.526552,-0.61904335
1888-01-01,0.0,24.800209,25.654575,26.699005,27.735687,22.26034,21.60723,25.281828,24.7607,17.941847,24.938099,27.925995,25.360577,25.54156,-0.18098259,26.785982,27.799084,27.316244,-1.0131016
1888-02-01,0.0,26.386711,26.603441,27.394989,28.318731,21.63584,20.97929,24.71142,23.998745,18.712492,24.241648,28.168106,24.52965,25.835537,-1.3058872,27.245415,28.315126,27.675694,-1.0697117
1888-03-01,0.0,27.084007,27.18826,27.636969,28.404781,21.605606,20.925735,24.836103,24.159897,18.36472,24.594706,28.473434,24.846266,26.157593,-1.311327,28.010216,28.759308,28.319494,-0.7490921
1888-04-01,0.0,26.539,27.585281,28.057108,28.681322,21.665138,20.778595,24.970743,24.088362,16.436861,24.516075,28.323248,24.79797,26.073153,-1.2751827,28.83893,29.175722,28.880589,-0.336792
1888-05-01,0.0,25.352987,27.623278,28.322067,28.891747,22.789446,21.816446,25.418419,24.507591,14.673616,24.964773,27.79533,25.014572,25.80828,-0.7937088,28.776115,29.189089,28.433352,-0.4129734
1888-06-01,0.0,24.541508,27.031322,28.066982,28.804781,24.20456,22.990643,26.06832,25.159473,11.81319,25.5911,26.757336,25.46889,24.882486,0.5864029,27.344744,28.60109,27.080006,-1.2563457
1888-07-01,0.0,22.393791,26.159512,27.759672,28.742128,25.421623,24.165844,26.261139,25.581308,10.658517,26.024858,26.140963,25.807554,24.064695,1.7428589,26.527294,28.070978,26.242725,-1.543684
1888-08-01,0.0,21.494452,25.691824,27.775541,28.955257,26.032742,24.637886,26.918442,26.405684,11.0414915,26.523855,25.981737,26.395182,23.706463,2.6887188,26.595291,27.83013,26.527073,-1.2348385
1888-09-01,0.0,22.62727,25.937138,27.308678,28.260881,26.302149,25.291693,27.457773,27.015223,11.005921,27.011013,26.084867,26.945911,23.73906,3.206852,26.713772,27.599733,26.570652,-0.88596153
1888-10-01,0.0,23.292967,26.397175,28.125141,29.461111,26.26964,25.346748,27.776411,27.412066,12.350134,27.222706,26.635715,27.253706,24.197453,3.0562534,27.553207,27.905012,27.315708,-0.35180473
1888-11-01,0.0,24.16307,27.135237,28.837118,29.932507,25.124191,24.454542,27.180155,26.714712,13.828136,26.55168,27.428371,26.640429,25.05167,1.5887585,27.669157,28.227228,27.617544,-0.55807114
1888-12-01,0.0,24.414995,26.843632,28.235125,29.168222,23.639198,22.862244,25.954924,25.291788,16.372734,25.532738,27.976027,25.518744,25.546461,-0.02771759,27.595722,28.371775,27.942663,-0.7760525
1889-01-01,0.0,26.380348,27.57684,28.546976,29.261074,22.452856,21.598295,25.25147,24.395765,18.665318,24.69589,28.090843,24.715803,26.019007,-1.3032036,27.288063,28.624546,27.696184,-1.336483
1889-02-01,0.0,27.491476,27.682203,28.213247,28.954052,21.802753,20.90715,24.707684,23.720804,19.134087,24.02184,28.346275,24.07982,26.607895,-2.5280743,27.814125,28.527468,28.205463,-0.71334267
1889-03-01,0.0,27.603012,27.829233,28.075169,28.61163,21.806538,20.879097,24.936079,24.03125,18.661455,24.362326,28.645039,24.440102,27.382427,-2.9423256,28.464014,29.133118,28.713667,-0.6691036
1889-04-01,0.0,26.31896,27.826397,28.225365,28.618046,22.123678,21.128065,25.16821,24.178272,16.42865,24.554886,28.537825,24.624287,27.519947,-2.8956604,29.070702,29.36394,29.053307,-0.2932377
1889-05-01,0.0,24.642843,27.1335,28.170746,28.818617,22.979265,21.832067,25.41831,24.372362,14.428457,24.800266,28.080023,24.705992,26.928328,-2.2223358,28.865387,29.43789,28.466785,-0.57250214
1889-06-01,0.0,22.818037,26.437437,27.764767,28.284395,23.985819,22.562544,25.722065,24.794577,13.460702,25.416128,27.138525,25.309078,25.861267,-0.5521889,27.402359,28.79584,27.136837,-1.3934803
1889-07-01,0.0,21.390429,24.821772,26.437925,27.718586,24.804117,23.388453,26.208406,25.547216,11.162858,25.88532,26.473433,25.870604,25.088066,0.78253746,26.691374,28.301567,26.536446,-1.6101933
1889-08-01,0.0,20.107424,23.985512,25.846975,27.384401,25.464548,24.060844,26.885628,26.311678,10.266526,26.371506,26.102743,26.359873,24.49715,1.8627224,26.416317,27.944626,26.328194,-1.5283089
1889-09-01,0.0,19.722578,23.96867,25.795664,27.233683,25.961464,24.763199,27.359465,26.831257,11.127554,26.706858,26.403133,26.703114,24.437885,2.2652283,26.607786,27.878979,26.538618,-1.2711926
1889-10-01,0.0,19.970951,23.651953,25.38791,26.776117,25.45297,24.355413,27.252151,26.81593,12.037859,26.635406,26.81328,26.708616,25.014174,1.6944427,26.860567,27.915245,26.658762,-1.054678
1889-11-01,0.0,21.17098,23.93232,25.535032,26.951223,24.38623,23.364498,26.591656,26.00844,14.060279,25.969646,27.420473,25.99268,25.637997,0.35468292,27.12177,27.99773,27.05325,-0.8759594
1889-12-01,0.0,22.795689,24.070885,25.308603,26.581514,22.96617,21.930595,25.395704,24.619856,16.19381,24.732405,27.816858,24.817144,25.898098,-1.0809536,27.166775,27.901222,27.458326,-0.7344475
1890-01-01,0.0,24.483438,23.562304,24.0595,25.31814,21.8173,20.736498,24.205753,23.229372,18.738447,23.617142,27.919477,23.622252,26.399218,-2.776966,26.930456,27.708931,27.369705,-0.7784748
1890-02-01,0.0,25.856642,24.65928,24.624523,25.551012,21.25504,20.216742,23.722786,22.714056,18.912779,23.154137,28.022512,23.235754,26.817865,-3.5821114,27.30505,27.838638,27.726192,-0.5335884
1890-03-01,0.0,26.170382,26.0915,26.093296,26.739202,21.262888,20.207047,23.881172,22.926573,18.84803,23.29886,28.29315,23.600895,26.871778,-3.2708836,28.280598,28.495045,28.479177,-0.21444702
1890-04-01,0.0,24.862562,26.330889,26.60928,27.243895,21.642887,20.593475,24.093687,23.042078,16.485907,23.386536,28.179165,23.511362,27.004488,-3.493126,28.941467,28.61838,28.870594,0.3230877
1890-05-01,0.0,23.701763,25.978191,26.845934,27.61695,22.435984,21.219917,24.581686,23.506596,14.187554,23.954918,27.600142,23.903593,26.442469,-2.5388756,28.370712,28.615803,27.917345,-0.24509048
1890-06-01,0.0,22.058521,25.499086,26.807337,27.458164,23.66694,22.304688,25.189447,24.313757,12.391728,24.667723,26.819954,24.622358,25.605387,-0.9830284,26.826485,28.427942,26.564123,-1.6014576
1890-07-01,0.0,20.829393,24.67037,26.280806,27.25465,24.370089,22.945213,25.550415,24.884949,10.765551,25.079576,26.110674,25.095589,24.804394,0.29119492,25.926895,27.9382,25.73542,-2.0113049
1890-08-01,0.0,20.10862,23.888102,25.472828,26.533941,24.927568,23.53904,26.21318,25.78845,10.713485,25.479574,25.744333,25.555115,23.853271,1.7018433,25.741926,27.312761,25.60737,-1.5708351
1890-09-01,0.0,19.89788,23.889853,25.42952,26.577316,25.533041,24.407297,26.767063,26.321053,10.358268,25.960709,25.94116,26.054903,23.990358,2.0645447,25.938473,27.389656,25.812935,-1.4511833
1890-10-01,0.0,20.296856,23.816698,25.4397,26.756893,25.372974,24.394949,26.949957,26.558216,11.88117,26.484377,26.604195,26.67954,24.248999,2.430542,26.577116,27.659447,26.366726,-1.0823307
1890-11-01,0.0,20.914106,23.937399,25.546516,26.89001,24.263971,23.34886,26.42782,25.88041,13.563068,25.914217,27.195099,26.146349,24.762884,1.3834648,26.83973,27.75105,26.79234,-0.91132164
1890-12-01,0.0,22.11514,24.514328,25.870512,27.121216,23.009794,22.06299,25.464542,24.67685,15.898654,24.830742,27.72515,25.015734,25.29978,-0.28404617,27.038725,27.945549,27.347668,-0.9068241
1891-01-01,0.0,24.398415,25.143959,26.0988,27.228222,21.862467,20.897032,24.471308,23.51692,17.84077,23.718111,27.87283,23.881704,25.805138,-1.9234333,26.945896,27.938204,27.421806,-0.99230766
1891-02-01,0.0,26.28155,26.030605,26.480104,27.51446,21.384441,20.478558,24.053215,23.037153,18.09374,23.285307,28.002962,23.487097,26.443308,-2.956211,27.275583,28.315916,27.711626,-1.0403328
1891-03-01,0.0,27.019022,27.04874,27.170786,27.84099,21.514816,20.749283,24.357914,23.444586,18.288288,23.79982,28.254072,23.933651,26.856628,-2.9229774,28.125578,28.75294,28.294779,-0.6273613
1891-04-01,0.0,26.314959,27.638304,27.9013,28.392197,21.948761,21.133722,24.83892,23.853792,16.845009,24.183878,28.201317,24.338356,27.003498,-2.665142,29.107586,28.869267,29.019268,0.2383194
1891-05-01,0.0,25.493593,27.315384,27.97514,28.607924,22.977842,22.036522,25.476067,24.55082,14.476918,24.908611,27.695238,25.100962,26.271935,-1.1709728,28.625784,28.859526,28.151905,-0.23374176
1891-06-01,0.0,24.0166,26.885893,27.957441,28.577446,24.451012,23.369463,26.037624,25.189434,11.54526,25.629284,26.80504,25.666197,25.737844,-0.071647644,27.44713,28.378414,27.083569,-0.93128395
1891-07-01,0.0,22.667152,25.856634,27.316093,28.27921,25.602446,24.54663,26.56007,25.942326,10.787424,26.291733,26.062016,26.1946,24.69775,1.4968491,26.364248,27.760712,26.018644,-1.3964634
1891-08-01,0.0,21.241842,25.052267,26.898968,28.138887,26.26025,25.202219,27.172455,26.668835,11.069276,26.865534,25.772402,26.75644,24.171385,2.5850544,26.321306,27.191742,26.154799,-0.8704357
1891-09-01,0.0,20.4084,24.672995,26.636019,28.007788,26.373573,25.399141,27.517803,27.13156,11.575556,27.207653,26.09218,27.18685,23.97207,3.214779,26.69285,27.12018,26.551937,-0.42733002
1891-10-01,0.0,20.735632,24.682158,26.666883,28.073359,25.71671,24.694242,27.292015,26.927235,12.98055,27.108053,26.699656,27.157705,24.45482,2.7028847,27.26315,27.295341,27.037338,-0.03219223
1891-11-01,0.0,21.704668,24.875048,26.67291,28.186256,24.508461,23.54609,26.61313,26.134886,14.621273,26.082317,27.358265,26.173523,25.223297,0.95022583,27.518103,27.65354,27.454853,-0.13543701
1891-12-01,0.0,22.792816,25.019466,26.563707,27.933235,23.15621,22.161304,25.695343,25.056149,16.549892,25.073788,27.915852,25.163448,25.706686,-0.5432377,27.587627,27.8432,27.875937,-0.25557327
1892-01-01,0.0,24.514786,25.105425,26.045454,27.25843,22.180643,21.243462,24.8892,24.085306,18.3347,24.398909,28.178923,24.62156,26.271662,-1.6501026,27.281666,28.1883,27.7964,-0.9066334
1892-02-01,0.0,25.785397,25.893122,26.392277,27.37035,21.604963,20.713655,24.496136,23.654287,19.273539,23.88635,28.434225,24.191824,26.833412,-2.6415882,27.734735,28.52452,28.150589,-0.7897854
1892-03-01,0.0,25.922018,26.442654,26.660305,27.312853,21.5986,20.755878,24.535425,23.789835,18.437237,23.991137,28.530376,24.303839,26.99527,-2.691431,28.35598,28.579617,28.606516,-0.22363663
1892-04-01,0.0,24.817236,26.728735,27.10338,27.528034,21.977816,21.088259,24.667543,23.777527,16.7279,24.079605,28.427593,24.166142,26.922613,-2.7564716,29.117094,28.910036,29.129852,0.20705795
1892-05-01,0.0,23.542978,26.154715,27.117243,27.945513,22.77516,21.739365,24.985287,24.061386,14.793329,24.442455,27.97097,24.443409,26.121668,-1.6782589,28.903893,29.099134,28.564938,-0.19524193
1892-06-01,0.0,22.132952,25.744522,27.098097,27.894676,24.021223,22.807455,25.502201,24.723581,13.068793,25.044085,27.10726,24.962126,25.268593,-0.30646706,27.585941,28.904549,27.410217,-1.3186073
1892-07-01,0.0,20.967134,24.893478,26.575554,27.654678,24.937954,23.701832,25.974134,25.377174,11.405388,25.507666,26.22807,25.595284,24.529608,1.0656757,26.335274,28.088663,26.22487,-1.7533894
1892-08-01,0.0,19.747736,24.282581,26.223057,27.436298,25.679235,24.472103,26.630358,26.228266,11.297298,26.25009,25.950136,26.215952,24.014168,2.2017841,25.989256,27.894762,25.923883,-1.9055061
1892-09-01,0.0,19.24089,23.81154,25.64856,26.917253,26.021175,24.893074,27.211647,26.809204,11.642322,26.501352,26.319147,26.608269,23.804829,2.80344,26.412176,27.952528,26.299578,-1.5403519
1892-10-01,0.0,19.630972,23.252684,25.151836,26.556679,25.520115,24.54567,27.047691,26.734043,12.133579,26.690393,26.68479,26.856468,24.507248,2.3492203,26.790289,27.520275,26.615196,-0.7299862
1892-11-01,0.0,20.56876,23.346853,24.98956,26.459246,24.706434,23.84776,26.676352,26.253767,14.385442,26.143316,27.416853,26.267302,24.932,1.3353024,27.100578,27.560068,27.09031,-0.45948982
1892-12-01,0.0,21.648296,23.699844,25.367504,26.889097,23.301023,22.510094,25.702873,25.147305,15.488783,25.21196,27.753084,25.504656,25.499908,0.0047473907,26.898535,27.718697,27.177359,-0.8201618
1893-01-01,0.0,23.320057,23.977774,25.311808,26.858288,22.422346,21.665888,24.952156,24.269281,17.984268,24.480293,27.961369,24.678421,25.61191,-0.93348885,26.682957,27.80233,27.152334,-1.1193733
1893-02-01,0.0,25.278008,24.881857,25.571297,26.794296,21.58535,20.831617,24.184074,23.357822,18.617,23.69045,28.072937,23.924328,25.922287,-1.9979591,27.007013,27.943108,27.411797,-0.9360943
1893-03-01,0.0,26.014793,25.796236,26.001451,26.77483,21.581163,20.829937,24.305027,23.537209,18.61877,23.67884,28.53625,24.009714,26.122873,-2.1131592,28.167267,28.595873,28.48531,-0.42860603
1893-04-01,0.0,24.857895,26.235506,26.454144,26.901426,21.84196,21.183632,24.604296,23.792948,16.453798,23.955124,28.313503,24.10895,26.222261,-2.1133118,28.810198,28.868206,28.809729,-0.058008194
1893-05-01,0.0,23.641508,25.876554,26.530087,27.138397,22.828821,22.03223,25.18895,24.382517,14.078405,24.596472,27.758545,24.675089,25.938448,-1.2633591,28.422987,28.854904,28.087704,-0.4319172
1893-06-01,0.0,22.034864,25.48447,26.488958,26.993774,24.350983,23.355461,25.821604,25.153074,12.097068,25.514853,27.008116,25.471746,25.366533,0.105213165,27.126616,28.484867,26.824541,-1.3582516
1893-07-01,0.0,20.879087,24.55874,25.891714,26.641418,25.511827,24.412184,26.541267,25.994282,10.996318,26.148756,26.580761,26.123133,24.56673,1.5564022,26.491571,28.135458,26.296576,-1.6438866
1893-08-01,0.0,19.976877,23.99341,25.564932,26.479055,26.20833,25.177002,27.082712,26.68321,10.765906,26.664545,26.167109,26.587273,24.142582,2.4446907,26.16808,27.789682,25.992916,-1.621603
1893-09-01,0.0,19.962961,23.960644,25.44962,26.450489,26.394705,25.457691,27.38654,26.989576,10.904233,26.973621,26.290304,26.893826,24.272894,2.6209316,26.53708,27.589163,26.379753,-1.0520821
1893-10-01,0.0,20.605072,23.865793,25.343204,26.510008,25.82174,24.938814,27.336952,26.979198,12.104222,26.905363,26.76104,27.027538,24.500628,2.5269108,27.01378,27.72535,26.742529,-0.71156883
1893-11-01,0.0,21.83572,24.031693,25.321358,26.592468,24.726315,24.010828,26.903854,26.558321,14.333642,26.381134,27.38873,26.53579,24.855656,1.6801338,27.244463,27.767548,27.149271,-0.52308464
1893-12-01,0.0,22.59026,24.197433,25.55807,26.754223,23.249887,22.480516,25.759981,25.208073,16.763306,25.27332,27.827206,25.501919,25.238146,0.26377296,27.229092,27.917007,27.500092,-0.6879158
1894-01-01,0.0,24.530844,24.707497,25.467077,26.461933,22.007605,21.145264,24.577831,23.858332,18.749557,24.019703,27.946548,24.299442,25.79032,-1.4908772,27.040333,27.790936,27.451078,-0.7506027
1894-02-01,0.0,25.931555,25.404675,25.608383,26.297401,21.275274,20.32561,23.777359,22.916174,19.18308,23.23817,28.140705,23.372234,26.535368,-3.1631336,27.394825,28.123072,27.785265,-0.7282467
1894-03-01,0.0,26.291286,26.190584,26.185955,26.660963,21.110262,20.119661,23.608044,22.742695,18.8037,23.036037,28.278069,23.235434,26.867094,-3.6316605,28.151733,28.431236,28.361227,-0.27950287
1894-04-01,0.0,25.21064,26.676447,26.842392,27.154816,21.488358,20.439234,23.962366,23.038122,16.91509,23.370995,28.310316,23.36158,26.772646,-3.411066,29.012667,28.80399,28.971884,0.20867729
1894-05-01,0.0,24.029099,26.150595,26.850664,27.419401,22.237223,21.013828,24.479225,23.515442,14.59594,24.140137,27.70808,24.064579,26.199839,-2.1352596,28.520313,28.642357,28.13888,-0.12204361
1894-06-01,0.0,22.842417,25.790546,26.835068,27.445616,23.393988,21.963432,24.919552,24.056156,12.376031,24.62293,26.804565,24.511473,25.250986,-0.7395134,27.224197,28.151451,26.981014,-0.9272537
1894-07-01,0.0,21.777878,24.958258,26.318531,27.326572,24.548439,23.073755,25.589325,24.899866,11.093875,25.327677,26.275732,25.276684,24.478008,0.79867554,26.413921,27.688251,26.323673,-1.2743301
1894-08-01,0.0,20.757225,24.29884,26.040451,27.314165,25.427721,24.133198,26.301266,25.8109,10.618234,25.852194,25.874947,25.773228,23.828396,1.9448318,26.286259,27.026083,26.239988,-0.7398243
1894-09-01,0.0,20.222454,24.078318,25.617102,26.771921,25.851736,24.776945,26.77351,26.32647,10.515423,26.514217,26.15367,26.506056,23.749409,2.756647,26.455086,27.143902,26.438818,-0.6888161
1894-10-01,0.0,20.739557,24.172697,25.880915,27.102226,25.56777,24.620895,26.823906,26.48555,11.905621,26.580185,26.651299,26.674671,24.126528,2.5481434,27.047638,27.289309,26.823494,-0.24167061
1894-11-01,0.0,21.286161,24.100962,25.69841,27.036562,24.466139,23.626072,26.315964,25.901525,14.043732,25.963179,27.3185,26.092295,24.779478,1.3128166,27.292828,27.573479,27.24373,-0.2806511
1894-12-01,0.0,22.592505,24.48724,26.073353,27.335136,23.239239,22.464071,25.563341,25.037447,15.771575,25.150488,27.78857,25.314518,25.371153,-0.056634903,27.307388,27.88229,27.553583,-0.5749016
1895-01-01,0.0,24.180603,24.840006,25.823463,26.925877,22.118496,21.240282,24.728039,24.013268,17.877817,24.269512,27.907633,24.538816,26.315247,-1.7764301,27.029285,27.886139,27.466837,-0.8568535
1895-02-01,0.0,25.63079,25.72229,26.250093,27.19786,21.567509,20.66767,24.120562,23.178795,18.708553,23.8503,28.072124,24.249878,27.11019,-2.8603115,27.47791,28.001379,27.843351,-0.5234699
1895-03-01,0.0,25.801561,26.52348,26.840042,27.458712,21.41871,20.42708,24.022676,23.093416,18.519194,23.3203,28.270477,23.517365,27.441082,-3.9237175,28.263771,28.38731,28.519535,-0.12353897
1895-04-01,0.0,25.205559,27.196836,27.589361,27.921997,21.78583,20.8052,24.187845,23.196749,16.413424,23.40166,28.23149,23.48991,27.2738,-3.7838898,29.019901,28.67227,28.957294,0.34763145
1895-05-01,0.0,24.166723,26.944828,27.817062,28.27171,22.591011,21.416225,24.578794,23.627481,14.314896,23.952875,27.704155,23.991608,26.519596,-2.5279884,28.64778,28.713423,28.224714,-0.06564331
1895-06-01,0.0,22.575338,26.286707,27.461214,27.995693,24.026667,22.769093,25.276619,24.466425,12.595196,24.778894,26.964466,24.729942,25.659887,-0.929945,27.425774,28.362349,27.11724,-0.93657494
1895-07-01,0.0,21.593151,25.370636,26.941433,27.943886,25.036428,23.776592,25.888824,25.237984,11.08248,25.624062,26.25902,25.565386,25.116127,0.4492588,26.457783,27.962412,26.349152,-1.5046291
1895-08-01,0.0,21.141098,25.24608,27.206547,28.43959,25.822075,24.575768,26.773962,26.310965,10.552171,26.322058,26.013237,26.227291,24.611235,1.6160564,26.579756,27.515005,26.50519,-0.9352493
1895-09-01,0.0,20.974453,25.332132,27.139793,28.302397,26.496748,25.56015,27.430355,27.067263,11.2006035,26.98359,26.304226,27.00243,24.68373,2.3187008,26.824644,27.490606,26.78987,-0.6659622
1895-10-01,0.0,21.79215,25.42803,27.025635,28.119682,26.041904,25.19604,27.507832,27.19532,12.327471,27.076317,26.887846,27.228058,25.07145,2.1566086,27.435228,27.505632,27.317354,-0.07040405
1895-11-01,0.0,22.46848,25.466225,27.066929,28.27718,24.919914,24.207308,27.11814,26.800224,14.58292,26.565819,27.546278,26.928844,25.6689,1.2599449,27.609484,28.096695,27.552021,-0.48721123
1895-12-01,0.0,23.5337,25.658033,27.04049,28.090378,23.360495,22.618704,26.072979,25.58426,16.293152,25.509558,28.016806,25.955294,25.953548,0.001745224,27.444407,28.140446,27.738914,-0.6960392
1896-01-01,0.0,25.27088,25.947496,26.712864,27.58834,22.175995,21.422064,25.05559,24.471418,18.354874,24.304745,28.369905,24.733551,26.66474,-1.9311886,27.324175,28.383644,27.801859,-1.0594692
1896-02-01,0.0,26.549913,26.518711,26.832699,27.544641,21.682154,20.826048,24.258316,23.365932,19.54939,23.709581,28.435429,23.949675,27.11629,-3.1666145,27.521345,28.575752,27.920328,-1.0544071
1896-03-01,0.0,26.890936,27.166761,27.396132,27.956959,21.637846,20.785313,24.337996,23.492304,19.126675,23.678833,28.584656,23.896507,27.534292,-3.637785,28.298805,28.877121,28.480633,-0.57831573
1896-04-01,0.0,25.86192,27.469658,27.753593,28.119318,22.026775,21.164555,24.73358,23.760857,17.118155,24.1186,28.607643,24.265053,27.416147,-3.1510944,29.286781,29.054516,29.196827,0.23226547
1896-05-01,0.0,25.03937,27.105946,27.806736,28.425268,22.951485,21.922747,25.324596,24.381578,15.017664,24.929464,28.051304,24.944773,26.798164,-1.8533916,28.982107,29.107548,28.572569,-0.1254406
1896-06-01,0.0,23.820711,26.517687,27.463696,28.054216,24.281843,23.121323,25.976303,25.225946,12.560422,25.78986,27.13548,25.718899,26.088863,-0.3699646,27.688984,28.676947,27.439192,-0.9879627
1896-07-01,0.0,22.60842,25.913374,27.63467,28.764803,25.147724,23.88096,26.390917,25.724688,11.375205,26.232355,26.44598,26.187243,25.45188,0.735363,26.839756,28.034836,26.692802,-1.1950798
1896-08-01,0.0,22.383184,25.987684,27.89458,29.108429,26.003868,24.832876,27.057913,26.609476,10.867242,26.807356,25.960033,26.800198,24.527224,2.272974,26.549389,27.54618,26.496647,-0.99679184
1896-09-01,0.0,22.096464,25.81383,27.758448,29.105585,26.423697,25.33229,27.604694,27.167206,11.030921,27.1948,26.172583,27.15332,24.512436,2.6408844,26.937632,27.308897,26.904936,-0.3712654
1896-10-01,0.0,21.967085,25.815662,27.801596,29.082933,26.047956,25.197054,27.700228,27.413963,12.06429,27.333445,26.686596,27.447603,24.658457,2.7891464,27.58983,27.203398,27.521162,0.38643265
1896-11-01,0.0,23.591002,26.512869,28.135733,29.217817,24.80112,24.11082,27.291525,26.935379,13.892094,26.94819,27.497618,27.359089,25.340881,2.0182076,27.667307,27.632706,27.623356,0.03460121
1896-12-01,0.0,24.556911,26.718994,28.117702,29.014261,23.462727,22.598747,26.12539,25.510601,16.150866,25.80141,28.051424,26.221802,25.624739,0.59706306,27.87368,28.100502,28.130266,-0.2268219
1897-01-01,0.0,25.818422,27.008896,28.047136,28.82945,22.335852,21.392021,25.012678,24.193378,18.055267,24.308767,28.191345,24.401567,26.302462,-1.9008942,27.523834,28.380413,27.878263,-0.8565788
1897-02-01,0.0,27.197376,27.399654,27.879885,28.531078,21.750109,20.779163,24.41472,23.506983,18.918251,23.81838,28.51316,23.867308,26.734436,-2.8671284,27.85833,28.63974,28.284664,-0.7814102
